经典频道,#genre#
浙江苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
浙江杭州综合1,http://l.cztvcloud.com/channels/lantian/sxchannel01/1080p.m3u8
浙江湖州长兴综合,http://l.cztvcloud.com/channels/lantian/SXchangxing1/720p.m3u8
浙江金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
浙江缙云新闻综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
浙江开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
浙江开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed?
浙江兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
浙江丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
浙江丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
浙江丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
浙江丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
浙江临平新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
浙江龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
浙江龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
浙江龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
浙江宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
浙江宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
浙江宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
浙江平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed?
浙江平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
浙江平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
浙江普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
浙江青田电视,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
浙江青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8$
浙江庆元新闻综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
浙江衢江新闻,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed?
浙江衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
浙江衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
浙江上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
浙江上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
浙江上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
浙江嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
浙江文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
浙江文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
浙江象山新闻,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed?
浙江萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
浙江萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
浙江新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
浙江新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
浙江永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
浙江余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
浙江余杭未来E,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
浙江诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
普陀综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
未来,http://l.cztvcloud.com:80/channels/lantian/SXyuhang3/720p.m3u8
萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
湖州公共民生,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
浙江绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
浙江绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
浙江绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
浙江6民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江电视台少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江电视台影视娱乐,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教育,http://ali-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
浙江之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
广东内蒙,#genre#
广东广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广东南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3
内蒙古阿拉善新闻综合,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8
内蒙古巴彦淖尔新闻综合,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
内蒙古包头新闻综合,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
内蒙古赤峰新闻综合,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
内蒙古鄂尔多斯新闻综合,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
内蒙古呼和浩特新闻综合,http://play1-qk.nmtv.cn/live/1735545967595013.m3u8
内蒙古呼伦贝尔新闻综合,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8
内蒙古满洲里电视台,http://play1-qk.nmtv.cn/live/2336general.m3u8
内蒙古通辽新闻综合,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8
内蒙古乌海新闻综合,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8
内蒙古乌兰察布新闻综合,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
内蒙古锡林郭勒综合,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
内蒙古兴安盟新闻综合,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
吉林松原公共,http://stream8.jlntv.cn/sytv2/sd/live.m3u8
其他频道,#genre#
30031,http://111.48.246.74/000000001000PLTV/88888888/224/3221230031/1.m3u8
30052,http://111.48.246.74/000000001000PLTV/88888888/224/3221230052/1.m3u8
30054,http://111.48.246.74/000000001000PLTV/88888888/224/3221230054/1.m3u8
30056,http://111.48.246.74/000000001000PLTV/88888888/224/3221230056/1.m3u8
30061,http://111.48.246.74/000000001000PLTV/88888888/224/3221230061/1.m3u8
30063,http://111.48.246.74/000000001000PLTV/88888888/224/3221230063/1.m3u8
30065,http://111.48.246.74/000000001000PLTV/88888888/224/3221230065/1.m3u8
30067,http://111.48.246.74/000000001000PLTV/88888888/224/3221230067/1.m3u8
30069,http://111.48.246.74/000000001000PLTV/88888888/224/3221230069/1.m3u8
30626,http://111.48.246.74/000000001000PLTV/88888888/224/3221230626/1.m3u8
咪咕电影,http://111.48.246.74/000000001000PLTV/88888888/224/3221230656/1.m3u8
51RadioTV,http://wms.shared.streamshow.it:80/canale51/canale51/playlist.m3u8
5AABTV,http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8
A+IVOIRE,http://69.64.57.208/atv/playlist.m3u8
AlcarriaTV,http://217.182.77.27/live/alcarriatv-livestream.m3u8
AzstarTV,http://live.livestreamtv.ca/azstar/smil:azstar.smil/playlist.m3u8
Beyond1,https://vd4.bdstatic.com/mda-pdmaxg5vf0bmrpxx/sc/cae_h264/1682179055724322707/mda-pdmaxg5vf0bmrpxx.mp4
BibelTVMusik,http://bibeltv03.iptv-playoutcenter.de/bibeltv03/bibeltv03.stream_1/playlist.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
CGTN阿,http://go.bkpcp.top/mg/cgtna
CGTN阿拉伯语,http://111.48.246.74/000000001000PLTV/88888888/224/3221230402/1.m3u8
CGTN阿语,http://111.48.34.138/000000001000PLTV/88888888/224/3221230402/1.m3u8
CGTN俄语,http://111.48.246.74/000000001000PLTV/88888888/224/3221230408/1.m3u8
CGTN法,http://go.bkpcp.top/mg/cgtnf
CGTN法语,http://111.48.246.74/000000001000PLTV/88888888/224/3221230453/1.m3u8
CGTN纪录片,http://111.48.246.74/000000001000PLTV/88888888/224/3221230430/1.m3u8
CGTN西,http://go.bkpcp.top/mg/cgtne
CGTN西班牙语,http://111.48.246.74/000000001000PLTV/88888888/224/3221230398/1.m3u8
CGTN西语,http://111.48.34.138/000000001000PLTV/88888888/224/3221230398/1.m3u8
CGTN,http://111.48.246.74/000000001000PLTV/88888888/224/3221229681/1.m3u8
CSatTV,http://media.smc-host.com:1935/csat.tv/smil:csat.smil/playlist.m3u8
Canale7,http://wms.shared.streamshow.it/canale7/canale7/playlist.m3u8
CharityTV,http://185.105.4.236:1935/live/ngrp:livestream_all/live.m3u8
ChristianYouthChannelCYC,http://media.smc-host.com:1935/cycnow.com/cyc2/chunklist.m3u8
ColosalTV,http://tv.ticosmedia.com:1935/COLOSAL/COLOSAL/playlist.m3u8
ElPingüinoTV,http://167.114.133.205:1935/live/pinguinotv_720p/playlist.m3u8
EsperiaTV,http://wms.shared.streamshow.it/esperiatv/esperiatv/playlist.m3u8
FunRoads,http://104.143.4.5:2080/funroads.m3u8
HIGHTV,http://live.streams.ovh:1935/hightv/hightv/playlist.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HimlenTV7SE,http://vod.tv7.fi:1935/tv7-se/tv7-se.stream_720p/playlist.m3u8
Italia2TV,http://wms.shared.streamshow.it/italia2/mp4:italia2/playlist.m3u8
KEMPENTV,http://ms7.mx-cd.net/tv/Omroep_de_Kempen.smil/playlist.m3u8
MBCChungbuk,http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8
OpenRotterdam,http://ms2.mx-cd.net/tv/141-573555/OPEN_Rotterdam.smil/playlist.m3u8
Outdoor,http://ott.watch/stream/E7Q3UVKI5H/211.m3u8
Radio51Lombardia,http://wms.shared.streamshow.it/canale51/canale51/playlist.m3u8
Radio51TV,http://178.32.140.155/canale51/canale51/playlist.m3u8
SBSCJB,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
SENZI,http://lb.streaming.sk/senzi/stream/playlist.m3u8
SadaTV,http://cdn12.henico.net:8080/live/sadatv/index.m3u8
SuperTV,http://wms.shared.streamshow.it/supertv/mp4:supertv/playlist.m3u8
TVG,http://212.2.225.30:1935/live/site.stream/playlist.m3u8
TVRužinov,http://lb.streaming.sk/tvruzinov/stream/playlist.m3u8
TVTorun,http://217.173.176.107:1935/live/tvk.stream/playlist.m3u8
TaevasTV7EST,http://vod.tv7.fi:1935/tv7-ee/tv7-ee.stream_720p/playlist.m3u8
TaivasTV7,http://vod.tv7.fi:1935/tv7-fi/tv7-fi.stream_720p/chunklist_w2131949141.m3u8
TelePavia,http://wms.shared.streamshow.it/telepavia/telepavia/playlist.m3u8
TeleQuattro,http://wms.shared.streamshow.it/telequattro/telequattro/chunklist.m3u8
TelenordCorrientes,http://www.coninfo.net:1935/previsoratv/live/playlist.m3u8
ViuTV,http://r.jdshipin.com/vSJvl
WatarTV,http://htvint.mada.ps:8889/orient/index.m3u8
XPLORE,http://web.onair-radio.eu:1935/explorecy/explorecy/playlist.m3u8
澳门莲花,http://cdn6.163189.xyz/163189/amlh
澳门综艺,http://cdn6.163189.xyz/163189/amzy
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
常熟民生,http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8
德国BadenTV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8
德国OKMerseburgQuerfurt,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-merseburg_high/playlist.m3u8
德国OKSalzwedel,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-salzwedel_high/playlist.m3u8
德国OKStendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-stendal_high/playlist.m3u8
德国OKWernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-wernigerode_high/playlist.m3u8
德国PunktUM,http://58bd5b7a98e04.streamlock.net/medienasa-live/punktum_high/playlist.m3u8
德国RBW,http://58bd5b7a98e04.streamlock.net/medienasa-live/rbw_high/playlist.m3u8
德国RFHTV,http://58bd5b7a98e04.streamlock.net/medienasa-live/RFH_high/playlist.m3u8
德国Ran1,http://58bd5b7a98e04.streamlock.net/medienasa-live/ran1_high/playlist.m3u8
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
点掌财经,https://volcanopull.aniu.tv/live/aniu2/index.m3u8
俄罗斯UniverTV,http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8
俄罗斯联邦ЛДПРТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream/playlist.m3u8
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
哥斯达黎加ExtremaTV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
韩国BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
韩国BBS불교방송,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist.m3u8
韩国KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
iQIYI,https://o11.163189.xyz/stream/live/iqiyi/
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd
加纳TVAfricaGhana,http://africatv.live.net.sa:1935/live/africatv/playlist.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
睛彩中原,https://dxtx.hntv.tv/live/jczy.m3u8?txSecret=e785008e49564e5e738439b4dd2ae68e&txTime=7C4C6207&wsSecret=018cc3798472a8a867e2aed4d330f651&wsTime=1775311194
老人家小熊猫君,https://dy.nnnmp.dynv6.net:2087/753342
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
涟水电视台综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
malta,http://webtvstream.bhtelecom.ba/malta.m3u8
明珠台,http://r.jdshipin.com/jUx8K
祁门综合,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/
晴彩篮球,http://111.48.246.74/000000001000PLTV/88888888/224/3221230336/1.m3u8
青川综合,http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
睢宁三农,http://3739115337.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=nwEAAJApyIx-AKAX&secondToken=secondToken%3AfyPrvACXUQ_VSZUu3Rxm-2py1fo&streamid=suining-tv%3Asuining-tv%2Fsuiningsn&v3=1
太谷新闻综合[768p],http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
泰国PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
泰国公共三台,http://thaipbs-live.cdn.byteark.com/live/playlist_720p/index.m3u8
telePAVIA,http://wms.shared.streamshow.it:1935/telepavia/telepavia/live.m3u8
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
旺苍新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
汶川新闻综合,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd#rtmp://tv.mcrm.org.cn:1935/channellive/tv01
文化精品,http://107.150.60.122/live/ysjp.m3u8
武术,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=3cb60e52d8deeec316f7b5c193468fb2&wsTime=1775311194
希腊IonianChannel,http://stream.ioniantv.gr:8081/ionian/live/playlist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
新沂生活,http://live.xysrmt.cn/shpd/sd/live.m3u8?zjiangsd
新沂新闻,http://live.xysrmt.cn/xwzh/sd/live.m3u8?zjiangsd"
许嵩精选30首2小时,https://alimov2.a.kwimgs.com/upic/2020/09/14/21/BMjAyMDA5MTQyMTMzMDdfODI4NTk1NTQ0XzM2MDUzMTE1NjM5XzJfMw==_b_B789c6ea6a87d1b67019f19f16c9f71f7.mp4
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
意大利EliveBresciaTV,http://59d7d6f47d7fc.streamlock.net:1935/elivebresciatv/elivebresciatv/playlist.m3u8
意大利EuroIndieMusicChartTV,http://178.33.224.197:1935/euroindiemusic/euroindiemusic/playlist.m3u8
伊拉克Dijlah,http://91.134.145.75:10001/Dijlah/index.m3u8
永昌综合,http://play.kankanlive.com/live/1720408280309109.m3u8
有线新闻台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
醉我天涯zwty,https://dy.nnnmp.dynv6.net:2087/9479775
